row_number,test_short_name,test_full_name,date_sample_submitted,client_name,client_type,sample_type,site,sample_description_number_1,sample_description_number_2,sample_description_number_3,sample_description_number_4,analytical_company_name,lab_number,measurement_name,measurement_result
4743,S006W,SPE Analysis (Extracted w/ Client Water),2016-07-11T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,13,NA,NA,"Soil Horizons, Inc.",0005,Sodium (mEq/L),0.41
4744,S006W,SPE Analysis (Extracted w/ Client Water),2016-07-11T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,13,NA,NA,"Soil Horizons, Inc.",0005,Sodium (%),7.95
4745,S006W,SPE Analysis (Extracted w/ Client Water),2016-07-11T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,13,NA,NA,"Soil Horizons, Inc.",0005,Total (mEq/L),5.18
4746,S006W,SPE Analysis (Extracted w/ Client Water),2016-07-11T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,13,NA,NA,"Soil Horizons, Inc.",0005,Total (%),100
4747,S006W,SPE Analysis (Extracted w/ Client Water),2016-07-11T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,13,NA,NA,"Soil Horizons, Inc.",0005,Boron (ppm),0.04
4748,S006W,SPE Analysis (Extracted w/ Client Water),2016-07-11T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,13,NA,NA,"Soil Horizons, Inc.",0005,Iron (ppm),0.33
4749,S006W,SPE Analysis (Extracted w/ Client Water),2016-07-11T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,13,NA,NA,"Soil Horizons, Inc.",0005,Manganese (ppm),0.12
4750,S006W,SPE Analysis (Extracted w/ Client Water),2016-07-11T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,13,NA,NA,"Soil Horizons, Inc.",0005,Copper (ppm),0.05
4751,S006W,SPE Analysis (Extracted w/ Client Water),2016-07-11T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,13,NA,NA,"Soil Horizons, Inc.",0005,Zinc (ppm),0.05
4752,S006W,SPE Analysis (Extracted w/ Client Water),2016-07-11T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,13,NA,NA,"Soil Horizons, Inc.",0005,Aluminum (ppm),0.45
4753,S006W,SPE Analysis (Extracted w/ Client Water),2016-07-11T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,13,NA,NA,"Soil Horizons, Inc.",0005,ESP (calculated),NA
4754,S006W,SPE Analysis (Extracted w/ Client Water),2016-07-11T00:00:00Z,MCC,Golf,SPE,MCC,GREEN,13,NA,NA,"Soil Horizons, Inc.",0005,SAR (calculated),0.28
4755,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,17,NA,NA,"Soil Horizons, Inc.",1051,Total Exchange Capacity (meq/100g),11.8
4756,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,17,NA,NA,"Soil Horizons, Inc.",1051,pH,7.5
4757,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,17,NA,NA,"Soil Horizons, Inc.",1051,Organic Matter (%),4.69
4758,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,17,NA,NA,"Soil Horizons, Inc.",1051,Estimated Nitrogen Release (lbs N/1000),2.22
4759,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,17,NA,NA,"Soil Horizons, Inc.",1051,Sulfur (ppm),49
4760,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,17,NA,NA,"Soil Horizons, Inc.",1051,Phosphorus (ppm),126
4761,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,17,NA,NA,"Soil Horizons, Inc.",1051,Bray II P (ppm),171
4762,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,17,NA,NA,"Soil Horizons, Inc.",1051,Calcium (ppm),1850
4763,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,17,NA,NA,"Soil Horizons, Inc.",1051,Magnesium (ppm),176
4764,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,17,NA,NA,"Soil Horizons, Inc.",1051,Potassium (ppm),154
4765,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,17,NA,NA,"Soil Horizons, Inc.",1051,Sodium (ppm),33
4766,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,17,NA,NA,"Soil Horizons, Inc.",1051,Calcium (%),78.39
4767,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,17,NA,NA,"Soil Horizons, Inc.",1051,Magnesium (%),12.43
4768,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,17,NA,NA,"Soil Horizons, Inc.",1051,Potassium (%),4.04
4769,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,17,NA,NA,"Soil Horizons, Inc.",1051,Sodium (%),1.22
4770,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,17,NA,NA,"Soil Horizons, Inc.",1051,Other Bases (%),3.9
4771,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,17,NA,NA,"Soil Horizons, Inc.",1051,Hydrogen (%),0
4772,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,17,NA,NA,"Soil Horizons, Inc.",1051,Boron (ppm),0.96
4773,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,17,NA,NA,"Soil Horizons, Inc.",1051,Iron (ppm),377
4774,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,17,NA,NA,"Soil Horizons, Inc.",1051,Manganese (ppm),52
4775,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,17,NA,NA,"Soil Horizons, Inc.",1051,Copper (ppm),2.36
4776,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,17,NA,NA,"Soil Horizons, Inc.",1051,Zinc (ppm),11.96
4777,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,17,NA,NA,"Soil Horizons, Inc.",1051,Aluminum (ppm),312
4778,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,17,NA,NA,"Soil Horizons, Inc.",1051,Soluble Salts (mmhos/cm),0.23
4779,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,17,NA,NA,"Soil Horizons, Inc.",1051,Total Nitrogen (ppm),0.9
4780,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,17,NA,NA,"Soil Horizons, Inc.",1051,Ammonium (ppm),0.7
4781,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,7,NA,NA,"Soil Horizons, Inc.",1048,Total Exchange Capacity (meq/100g),4.98
4782,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,7,NA,NA,"Soil Horizons, Inc.",1048,pH,7.1
4783,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,7,NA,NA,"Soil Horizons, Inc.",1048,Organic Matter (%),0.94
4784,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,7,NA,NA,"Soil Horizons, Inc.",1048,Estimated Nitrogen Release (lbs N/1000),0.87
4785,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,7,NA,NA,"Soil Horizons, Inc.",1048,Sulfur (ppm),11
4786,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,7,NA,NA,"Soil Horizons, Inc.",1048,Phosphorus (ppm),29
4787,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,7,NA,NA,"Soil Horizons, Inc.",1048,Bray II P (ppm),48
4788,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,7,NA,NA,"Soil Horizons, Inc.",1048,Calcium (ppm),624
4789,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,7,NA,NA,"Soil Horizons, Inc.",1048,Magnesium (ppm),164
4790,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,7,NA,NA,"Soil Horizons, Inc.",1048,Potassium (ppm),46
4791,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,7,NA,NA,"Soil Horizons, Inc.",1048,Sodium (ppm),32
4792,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,7,NA,NA,"Soil Horizons, Inc.",1048,Calcium (%),62.65
4793,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,7,NA,NA,"Soil Horizons, Inc.",1048,Magnesium (%),27.44
4794,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,7,NA,NA,"Soil Horizons, Inc.",1048,Potassium (%),2.88
4795,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,7,NA,NA,"Soil Horizons, Inc.",1048,Sodium (%),2.79
4796,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,7,NA,NA,"Soil Horizons, Inc.",1048,Other Bases (%),4.3
4797,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,7,NA,NA,"Soil Horizons, Inc.",1048,Hydrogen (%),0
4798,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,7,NA,NA,"Soil Horizons, Inc.",1048,Boron (ppm),0.69
4799,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,7,NA,NA,"Soil Horizons, Inc.",1048,Iron (ppm),117
4800,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,7,NA,NA,"Soil Horizons, Inc.",1048,Manganese (ppm),34
4801,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,7,NA,NA,"Soil Horizons, Inc.",1048,Copper (ppm),2.25
4802,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,7,NA,NA,"Soil Horizons, Inc.",1048,Zinc (ppm),6.28
4803,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,7,NA,NA,"Soil Horizons, Inc.",1048,Aluminum (ppm),176
4804,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,7,NA,NA,"Soil Horizons, Inc.",1048,Soluble Salts (mmhos/cm),0.03
4805,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,7,NA,NA,"Soil Horizons, Inc.",1048,Total Nitrogen (ppm),0.6
4806,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,7,NA,NA,"Soil Horizons, Inc.",1048,Ammonium (ppm),NA
4807,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,9,NA,NA,"Soil Horizons, Inc.",1049,Total Exchange Capacity (meq/100g),3.8
4808,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,9,NA,NA,"Soil Horizons, Inc.",1049,pH,7.1
4809,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,9,NA,NA,"Soil Horizons, Inc.",1049,Organic Matter (%),0.69
4810,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,9,NA,NA,"Soil Horizons, Inc.",1049,Estimated Nitrogen Release (lbs N/1000),0.64
4811,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,9,NA,NA,"Soil Horizons, Inc.",1049,Sulfur (ppm),9
4812,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,9,NA,NA,"Soil Horizons, Inc.",1049,Phosphorus (ppm),20
4813,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,9,NA,NA,"Soil Horizons, Inc.",1049,Bray II P (ppm),41
4814,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,9,NA,NA,"Soil Horizons, Inc.",1049,Calcium (ppm),439
4815,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,9,NA,NA,"Soil Horizons, Inc.",1049,Magnesium (ppm),145
4816,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,9,NA,NA,"Soil Horizons, Inc.",1049,Potassium (ppm),35
4817,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,9,NA,NA,"Soil Horizons, Inc.",1049,Sodium (ppm),29
4818,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,9,NA,NA,"Soil Horizons, Inc.",1049,Calcium (%),57.76
4819,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,9,NA,NA,"Soil Horizons, Inc.",1049,Magnesium (%),31.8
4820,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,9,NA,NA,"Soil Horizons, Inc.",1049,Potassium (%),2.9
4821,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,9,NA,NA,"Soil Horizons, Inc.",1049,Sodium (%),3.32
4822,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,9,NA,NA,"Soil Horizons, Inc.",1049,Other Bases (%),4.3
4823,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,9,NA,NA,"Soil Horizons, Inc.",1049,Hydrogen (%),0
4824,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,9,NA,NA,"Soil Horizons, Inc.",1049,Boron (ppm),0.63
4825,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,9,NA,NA,"Soil Horizons, Inc.",1049,Iron (ppm),71
4826,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,9,NA,NA,"Soil Horizons, Inc.",1049,Manganese (ppm),19
4827,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,9,NA,NA,"Soil Horizons, Inc.",1049,Copper (ppm),1.35
4828,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,9,NA,NA,"Soil Horizons, Inc.",1049,Zinc (ppm),4.18
4829,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,9,NA,NA,"Soil Horizons, Inc.",1049,Aluminum (ppm),101
4830,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,9,NA,NA,"Soil Horizons, Inc.",1049,Soluble Salts (mmhos/cm),0.03
4831,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,9,NA,NA,"Soil Horizons, Inc.",1049,Total Nitrogen (ppm),0.6
4832,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,9,NA,NA,"Soil Horizons, Inc.",1049,Ammonium (ppm),NA
4833,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,13,NA,NA,"Soil Horizons, Inc.",1050,Total Exchange Capacity (meq/100g),4.41
4834,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,13,NA,NA,"Soil Horizons, Inc.",1050,pH,7.2
4835,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,13,NA,NA,"Soil Horizons, Inc.",1050,Organic Matter (%),0.79
4836,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,13,NA,NA,"Soil Horizons, Inc.",1050,Estimated Nitrogen Release (lbs N/1000),0.73
4837,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,13,NA,NA,"Soil Horizons, Inc.",1050,Sulfur (ppm),17
4838,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,13,NA,NA,"Soil Horizons, Inc.",1050,Phosphorus (ppm),22
4839,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,13,NA,NA,"Soil Horizons, Inc.",1050,Bray II P (ppm),53
4840,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,13,NA,NA,"Soil Horizons, Inc.",1050,Calcium (ppm),539
4841,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,13,NA,NA,"Soil Horizons, Inc.",1050,Magnesium (ppm),153
4842,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,13,NA,NA,"Soil Horizons, Inc.",1050,Potassium (ppm),43
4843,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,13,NA,NA,"Soil Horizons, Inc.",1050,Sodium (ppm),29
4844,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,13,NA,NA,"Soil Horizons, Inc.",1050,Calcium (%),61.11
4845,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,13,NA,NA,"Soil Horizons, Inc.",1050,Magnesium (%),28.91
4846,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,13,NA,NA,"Soil Horizons, Inc.",1050,Potassium (%),3.02
4847,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,13,NA,NA,"Soil Horizons, Inc.",1050,Sodium (%),2.86
4848,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,13,NA,NA,"Soil Horizons, Inc.",1050,Other Bases (%),4.2
4849,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,13,NA,NA,"Soil Horizons, Inc.",1050,Hydrogen (%),0
4850,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,13,NA,NA,"Soil Horizons, Inc.",1050,Boron (ppm),0.73
4851,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,13,NA,NA,"Soil Horizons, Inc.",1050,Iron (ppm),78
4852,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,13,NA,NA,"Soil Horizons, Inc.",1050,Manganese (ppm),21
4853,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,13,NA,NA,"Soil Horizons, Inc.",1050,Copper (ppm),1.87
4854,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,13,NA,NA,"Soil Horizons, Inc.",1050,Zinc (ppm),4.09
4855,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,13,NA,NA,"Soil Horizons, Inc.",1050,Aluminum (ppm),114
4856,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,13,NA,NA,"Soil Horizons, Inc.",1050,Soluble Salts (mmhos/cm),0.05
4857,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,13,NA,NA,"Soil Horizons, Inc.",1050,Total Nitrogen (ppm),0.8
4858,S005,Standard Soil Test w Soluble Salts and Available N,2016-07-12T00:00:00Z,MCC,Golf,Soil,MCC,GREEN,13,NA,NA,"Soil Horizons, Inc.",1050,Ammonium (ppm),NA
4859,S001N,Standard Soil Test & Available N,2016-08-16T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,1,NA,NA,Target Specialty Products,NA,Total Exchange Capacity (meq/100g),18
4860,S001N,Standard Soil Test & Available N,2016-08-16T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,1,NA,NA,Target Specialty Products,NA,pH,7.5
4861,S001N,Standard Soil Test & Available N,2016-08-16T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,1,NA,NA,Target Specialty Products,NA,Organic Matter (%),4.4
4862,S001N,Standard Soil Test & Available N,2016-08-16T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,1,NA,NA,Target Specialty Products,NA,Sulfur (ppm),171
4863,S001N,Standard Soil Test & Available N,2016-08-16T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,1,NA,NA,Target Specialty Products,NA,Phosphorus (ppm),99
4864,S001N,Standard Soil Test & Available N,2016-08-16T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,1,NA,NA,Target Specialty Products,NA,Calcium (ppm),3049
4865,S001N,Standard Soil Test & Available N,2016-08-16T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,1,NA,NA,Target Specialty Products,NA,Magnesium (ppm),268
4866,S001N,Standard Soil Test & Available N,2016-08-16T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,1,NA,NA,Target Specialty Products,NA,Potassium (ppm),212
4867,S001N,Standard Soil Test & Available N,2016-08-16T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,1,NA,NA,Target Specialty Products,NA,Calcium (%),84
4868,S001N,Standard Soil Test & Available N,2016-08-16T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,1,NA,NA,Target Specialty Products,NA,Magnesium (%),12
4869,S001N,Standard Soil Test & Available N,2016-08-16T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,1,NA,NA,Target Specialty Products,NA,Potassium (%),3
4870,S001N,Standard Soil Test & Available N,2016-08-16T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,1,NA,NA,Target Specialty Products,NA,Sodium (%),1
4871,S001N,Standard Soil Test & Available N,2016-08-16T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,1,NA,NA,Target Specialty Products,NA,Hydrogen (%),0
4872,S001N,Standard Soil Test & Available N,2016-08-16T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,1,NA,NA,Target Specialty Products,NA,Boron (ppm),0.4
4873,S001N,Standard Soil Test & Available N,2016-08-16T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,1,NA,NA,Target Specialty Products,NA,Iron (ppm),130
4874,S001N,Standard Soil Test & Available N,2016-08-16T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,1,NA,NA,Target Specialty Products,NA,Manganese (ppm),30
4875,S001N,Standard Soil Test & Available N,2016-08-16T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,1,NA,NA,Target Specialty Products,NA,Copper (ppm),2.1
4876,S001N,Standard Soil Test & Available N,2016-08-16T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,1,NA,NA,Target Specialty Products,NA,Zinc (ppm),9.3
4877,S001N,Standard Soil Test & Available N,2016-08-16T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,1,NA,NA,Target Specialty Products,NA,Total Nitrogen (ppm),3
4878,S001N,Standard Soil Test & Available N,2016-08-16T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,1,NA,NA,Target Specialty Products,NA,Soluble Salts (mmhos/cm),0.5
4879,S001N,Standard Soil Test & Available N,2016-08-16T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,1,NA,NA,Target Specialty Products,NA,Calcium:Magnesium (%CEC),7
4880,S001N,Standard Soil Test & Available N,2016-08-16T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,1,NA,NA,Target Specialty Products,NA,Potassium:Magnesium (%CEC),0.8
4881,S001N,Standard Soil Test & Available N,2016-08-16T00:00:00Z,MCC,Golf,Soil,MCC,FAIRWAY,18,NA,NA,Target Specialty Products,NA,Total Exchange Capacity (meq/100g),18
